"","submission_name","submission_date","template_name","tissue_type","response_component_original","response_comp_orig_cnt","response_component","response_comp_cnt","response_behavior_type","response_behavior","subgroup","time_point","time_point_units","baseline_time","comparison","target_pathogen","vaccine_year","exposure_material_text","exposure_material","additional_exposure_material","cohort","adjuvant","route","publication_reference","publication_year","signature_source","signature_source_url","comments","is_model","publication_reference_url","age_group","age_min","age_max","age_units","subm_obs_id","uniq_obs_id","row_key","signature_file","signature_file_complete"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","CD28","30","CD28","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","IGFBP3","30","IGFBP3","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","NLRP1","30","NLRP1","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","LPAR1","30","LPAR1","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","TNFRSF1A","30","TNFRSF1A","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","KIF21B","30","KIF21B","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","CARD16","30","CARD16","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","MXI1","30","MXI1","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","ENO2","30","ENO2","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","CACNA2D2","30","CACNA2D2","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","EEF2","30","EEF2","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","PRSS23","30","PRSS23","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","SYNM","30","SYNM","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","OPTN","30","OPTN","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","LOC100505915","30","LOC100505915","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","VPS37A","30","VPS37A","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","SYNE1","30","SYNE1","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","FGFBP2","30","FGFBP2","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
"","hipc_gene_26726811_3","2016.02","hipc_gene_26726811_3","peripheral blood mononuclear cell","AK1","30","AK1","30","gene expression","positively","none","1","Day","time of vaccination (first dose)","correlated with age","influenza A virus (A/California/7/2009(H1N1))","2010","Pandemrix","VO_0000410","","adults (18-64)","","","26726811","2016","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-2.pdf' target='_blank'>supplement-2.pdf</a>","","","https://www.ncbi.nlm.nih.gov/pubmed/26726811","adults, seniors","18","64","years","3","54","26726811_3_54","hipc_gene_sig_26726811_3.txt","hipc_gene_sig_complete_26726811_3.txt"
