"observation_tier"	"template_name"	"observation_summary"	"story_title"	"submission_name"	"submission_description"	"project"	"submission_story"	"submission_story_rank"	"submission_center"	"principal_investigator"	"pmid"	"submission_type"
1	"hipc_inf_gene_32788292_11"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_11"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_12"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_12"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_13"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_13"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_14"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_14"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_15"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_15"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_16"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_16"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_17"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_17"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_18"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_18"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_19"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_19"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_20"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_20"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_21"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_21"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_22"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_22"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_23"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_23"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_24"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_24"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_25"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_25"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_26"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_26"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_27"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_27"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_28"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_28"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_29"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_29"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_30"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_30"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_31"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_31"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_32"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_32"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_33"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_33"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_34"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_34"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_35"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_35"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_36"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_36"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_37"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_37"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_38"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_38"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_39"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_39"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_40"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_40"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
1	"hipc_inf_gene_32788292_41"	"In <tissue_type_term_id>, <response_component> <response_behavior_type> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event> for comparison <comparison> in cohort <cohort> 38-90 yo after exposure to <exposure_material_id>"	""	"hipc_inf_gene_32788292_41"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"Gene expression response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32788292"	"gene"
